Info3	hippocampus	kidney	spleen	liver	striatum	cerebellum	cortex	all
Slc5a2	382.0394739924	73016.697265625	245.2699966431	217.3133678123	422.634818053	306.0891017269	333.616267372	318.5628996667
Slc28a3	196.3591273945	156.7350006104	242.4749908447	674.9799076232	225.9366500622	158.4776490524	243.1254665144	214.4434091577
null	243.5239664459	558.5249938965	235.0200042725	238.3669413594	288.2583247951	233.1938586506	282.0578239158	265.80697442
Syt10	3521.7161140451	119.2849998474	243.0399932861	96.2189249844	14226.464972082	273.7528559612	5727.4768537016	3826.1123657151
Mta2	3562.4240474726	278.0499954224	1098.3450012207	2429.8284049328	2645.3668345613	2665.7473385128	2771.8186528234	2659.6862762056
LOC304498	462.7235782178	150.2300014496	287.939994812	408.293322773	588.9512763411	5580.6845690693	294.5146090377	350.6713636148
null	972.0578618252	624.4550018311	1029.2599792481	809.4597579615	738.9193393391	704.9638541233	822.84466781	801.0062990089
LOC498353	15767.4443313638	5401.3200683594	5122.2150878906	14400.8242465424	13563.0107327285	10079.846913264	14339.042035198	13418.4345110751
Dpp7	5238.9477132632	195.064994812	624.3500061035	683.4662341539	3739.6056828866	6354.5936070616	4947.1680361207	4629.7376004038
Cdkl1_predicted	4771.5722057036	22809.7802734375	3226.3848876953	1173.7709169661	2796.1533678544	5165.84787438	4734.2862768514	4298.0205524611
Omd	491.8540172494	194.9800033569	161.3050003052	251.8626836819	309.5181476253	1046.0885352269	837.5294471976	543.0135897552
null	163.5267473637	182.7399978638	102.3899993896	162.7585463227	209.7832074803	191.2080644108	161.9622724808	167.0648250255
LOC498328	3947.6845098093	2766.7799072266	1606.4450073242	615.6543164911	3107.5927723044	3443.7159462153	3386.996784743	3127.6681188073
Rnf138	4369.7029222614	1509.5	3194.3299560547	2293.4820675372	2519.0414943431	2771.5594791825	4650.9204503307	3882.1771714202
LOC498009	295.637185256	1192.7250061035	120.2949981689	178.2980550867	186.7832614854	401.5589067664	252.9108920821	245.1504034395
Gipr	405.3220714242	198.9049987793	103.9500007629	491.4321911847	994.9878115412	411.6271225612	753.7617624767	517.8612705277
RGD1306493_predicted	1030.2904042424	438.8949890137	365.7799987793	483.4525790433	603.1317038151	801.0942924219	1084.6615198758	806.6221058342
null	282.7289720899	173.3499984741	573.4199981689	192.5965600754	180.1514972524	234.5159642698	314.0525811966	232.0459433299
Ier5	11504.5361186563	1206.0600280762	14009.8950195313	3640.9251840369	2916.9489192995	7076.4379517322	21250.9568277179	12563.541332716
LOC288106	2587.6824922205	1626.0050048828	1324.0900268555	642.648342609	3800.2026778397	2293.3673738662	2041.2767353192	2081.3948939363
null	484.6947629919	963.7850036621	775.6900024414	210.6215869221	233.6006923705	356.7177455762	334.4990799879	324.9017513209
null	230.0963859784	207.8400039673	191.314994812	202.7458623759	157.9921482834	172.6892079401	227.2261177717	205.379065463
RGD1307503_predicted	180.5390635514	340.7800064087	291.9049987793	185.5364871217	192.758234493	149.6247581669	213.4248032615	204.6011165506
LOC292813	312.43689794	196.4000015259	247.5950012207	271.7426203317	317.5033355698	261.4513630216	283.3674085074	267.7954347325
RGD1304924_predicted	12828.5405440579	6976.3200683594	2931.8049316406	4035.3695191156	7968.4129046518	6437.4254402518	13180.8031798534	9865.4916909238
RGD1309588_predicted	2218.1545948083	370.1699981689	853.0650024414	2275.4682196006	1389.2315986004	1123.3125533011	1860.2524868502	1749.4374973791
Foxr1_predicted	288.9065340993	193.5299987793	477.6699829102	385.1594661196	712.5592848395	276.629372027	359.8311664931	311.2566841971
null	1407.2723697554	556.8500213623	266.9199981689	226.8765341687	1867.1726786318	3361.4785579655	1118.299102577	1107.8553497052
Sema3f_predicted	308.2068067543	1360.1299438477	772.3599853516	317.3629194667	1075.00478928	941.8140918871	947.7690223029	895.7301038673
RGD1309111_predicted	2790.1502166445	185.9449996948	447.6900024414	944.0621170504	1951.3141772342	1924.8239366476	3089.4110233493	2385.7807594494
Centb2	2596.4118840847	1300.200012207	2161.8250732422	419.0408552174	2361.5096124574	2664.8907828808	2815.9805449818	2263.7223865981
LOC287442	14213.5969189796	40672.8046875	33004.0888671875	31566.8140359733	8078.0633202538	15554.3115072857	16108.5229451964	16827.9524582686
null	1541.4409141512	992.6000061035	1526.3799743652	687.1001847398	1647.2200789025	1651.1663692373	1589.7116710738	1451.88297826
null	591.7406118974	143.5250015259	190.1050033569	126.054191399	694.0610574877	206.7103811447	219.8146732949	225.3043309849
LOC290341	91168.6634329923	23482.6298828125	46672.259765625	20234.7244686856	43123.9808799905	110517.901379279	78441.1386173504	73606.3793146584
LOC365581	254.3604554466	161.5999984741	204.0849990845	448.8630354511	941.2071124607	206.9961588956	352.4376512248	283.7939175764
null	472.6716629527	631.7049865723	491.8649902344	468.0144994094	746.8572427103	510.8358024896	534.9274090339	517.1225348679
Pscd2	65121.3998522473	34106.6591796875	28702.57421875	21660.5104933526	52420.0792160258	56788.4440905091	94410.4780492036	68641.4405618713
Cstb	28858.617726947	55844.548828125	75348.71875	31869.5962486439	17488.9168284173	31326.9279358331	38855.1843127814	36871.4785402316
Sumf1_predicted	7745.7052045792	5690.580078125	6819.125	4343.7276095829	5068.494312824	6635.553700361	6963.0370289102	6339.0667090132
null	233.9090103694	258.7550048828	213.2299995422	562.0872277034	241.3594625671	270.1542901455	300.3367251313	266.5449683243
Sync_predicted	2175.8008762003	269.9600067139	528.4699935913	194.5706797593	1047.929316504	1398.323149054	3364.719943228	2170.6782151705
Hfe	1015.5944139832	734.6799926758	673.3699951172	10744.2422144406	351.4095587184	721.7159981124	696.2188805687	722.8009676946
Cd5	355.7058214493	208.4550018311	6023.2451171875	698.4173342174	669.2619861227	1244.2607347657	559.8713677101	594.9351427626
null	816.1057309333	1369.8499755859	409.1349945068	317.1589039188	420.2191348652	872.0948627045	875.5468883636	743.3470868608
null	218.7949426047	163.344997406	503.4800033569	256.8053813378	312.6885030107	284.5245313976	271.623473617	262.5219809995
null	146.7061486572	150.7750015259	270.5749969482	205.4597111315	164.5504197681	309.9292005014	210.5915910349	199.2093988517
LOC498535	805.112660515	132.3249969482	318.9450073242	1234.1205337857	246.6288888575	400.7789907122	676.8227377314	564.5270007077
RGD1311909_predicted	3550.0929454653	367.060005188	1053.1599731445	898.6603244137	3250.768425183	2482.0849140466	2836.8414500819	2769.2613187033
Cdk7	2416.097886015	2166.6400146484	1443.9149780274	1263.4989535384	2140.7201635179	4617.2876522538	2761.8950035229	2425.3340443268
LOC171573	266.6502523165	191.4500007629	308.0199890137	280.2586259997	252.9006961095	285.0953236656	313.0233391181	286.9359939327
Ms4a11_predicted	161.5501297864	361.5200042725	1164.9399719238	372.0394625901	445.1893699824	256.1865760535	199.5143010226	244.5975188685
Dhx33_predicted	2572.043159427	3571.6599121094	3183.3950195313	27002.6131079098	1457.2256932329	2212.1978442372	2349.3787986656	2448.8048687037
LOC499583	255.0055410215	275.2000045776	141.4199981689	189.0981322262	275.0947100126	203.840250479	260.5124366188	206.8247655675
null	160.6057622147	526.2300109863	1446.8199462891	221.1834532519	299.2097037433	209.1235446909	208.4999034888	216.942520037
Tyro3	256494.243067333	25603.189453125	6784.875	5149.9285515463	238125.576256882	243801.145932768	437303.734463554	296095.930714974
null	7526.5635058026	521.495010376	325.5350036621	308.3233784367	4753.5252042128	4834.1801817023	5125.9566776716	4847.723297144
RGD1309172_predicted	398.0517513035	199.3600006104	243.9100036621	231.6220939505	505.3670142762	402.6402686249	320.2475058132	293.0687382536
null	292.5020164614	384.0149993896	1016.6600036621	187.5969582264	248.9787271563	338.6056079209	576.0822084812	341.9835180505
LOC313535	18703.1943047683	1708.2600097656	2640.4849853516	3161.2606582136	14067.6646028096	13360.1881048663	17871.2408110075	15984.1426196449
Acp1	73260.1579792461	51963.59375	57524.3212890625	67136.7479565994	54462.1366177617	80212.6712380046	70944.3539229689	72595.7641979502
null	170.2198879062	135.9599990845	144.7399978638	229.7454141158	181.6349361842	175.2491279869	168.7689542728	167.0756340873
RGD1307182_predicted	253.8134154977	102.4949989319	442.7049942017	147.1050829274	150.0785817302	211.7284149812	174.1832011958	183.6044576652
RGD1311457_predicted	30159.5900960546	14032.91015625	24682.8798828125	16559.4809590452	15886.4783520641	43025.6501140783	37553.1570141894	31568.4254796211
RGD1306703_predicted	1670.6116153176	278.5800018311	316.1699981689	1407.4162184167	734.610068124	720.2125363745	1595.0248954432	1337.6368233282
CSN1S1	486.8879655515	236.1049957275	631.8850097656	307.3880050373	333.3875261755	441.6283251682	478.6827333116	406.0895327156
null	421.4243652402	323.3549957275	292.7900085449	381.4594150911	345.1610756031	230.6844773254	343.0947476922	325.3648257208
LOC499566	146.4321491726	163.3849945068	168.4899978638	109.6090784806	135.8013965285	308.4909008418	307.0310971375	222.8722779108
Smarcd1_predicted	1602.5737690261	176.109992981	183.5500030518	113.759833424	1279.5131752105	1533.6893018685	2202.9699983033	1536.5412975785
Ube3a_predicted	19098.7646892925	4158.1400146484	5652.5100097656	4728.6503820684	13127.4467357549	14449.4876826426	18946.5527881311	17264.8568433745
RGD1308489_predicted	2567.0696538667	3963.9700927734	3817.9750976563	2249.8351654195	2314.8222544107	3813.2226879539	2275.3235139491	2628.5074987619
RGD1309489_predicted	226.5889364406	180.5300064087	220.4400024414	206.8172768493	265.3851919185	147.4733513458	193.5536488848	194.925180128
null	234.6866693831	171.5899963379	260.3300094605	221.8846053224	406.9631849191	221.7811106476	193.2797066243	212.3708755696
null	467.3350689586	192.5800018311	402.0350036621	199.1399265584	423.8060921594	397.1890923724	421.3784908561	404.0150259827
null	1009.3147738161	258.2800064087	251.8550033569	230.9287945708	740.3769058436	1564.4275180399	962.3486819767	825.449784362
Slc36a1	234.78246423	316.0850067139	87.1749992371	309.3644078914	184.6044428639	487.4679726414	299.5935418229	272.4252524172
LOC306357	46046.2958299601	36727.5703125	69185.423828125	42295.9130760438	41653.4711637722	47747.4077775099	51319.6440146725	47508.117641394
LOC502731	211.4787292924	291.049987793	330.4150085449	258.2498185528	258.9491438743	229.182239557	279.2489949986	262.6409631387
null	119.8962700707	119.5449981689	113.8600006104	105.7500361627	127.9196360987	176.7687753055	136.7391203262	132.2040748807
Frmd3_predicted	297.50697201	151.7949981689	212.5550003052	135.4393077197	357.3379714078	347.2003234652	554.7663093614	378.8685770338
LOC498289	356.703343406	441.7799987793	259.3899917603	473.4654159574	1149.1815331848	1434.3835523541	1738.4982679864	1191.55695572
RGD1309333_predicted	248.2416458142	531.4149932861	93.6450004578	299.1900658174	291.3415852674	292.5593147322	214.4815175102	222.5463340799
RGD1311310_predicted	32455.1363412688	55873.669921875	17741.8701171875	47597.7884425731	19249.5606247495	28688.4115980711	36496.1023333159	34957.946860193
Chrm2	253.2146113126	634.759979248	569.4550094605	166.0999737915	421.6226259613	206.4150663245	321.7226545975	295.3450048463
LOC360437|Slc24a1	652.0015692543	839.9949951172	1118.2200012207	516.510793771	4950.8982748699	589.1073498683	979.4357832545	834.7797255426
null	279.1202138674	184.2999954224	165.8899993896	281.9220434851	222.1154352975	236.84613239	281.9340945158	256.6428405309
null	18160.042277427	2905.7100830078	5450.0600585938	990.3133792315	11784.5776878339	12914.7586162019	24522.5571510414	17691.9450616067
RGD1309458_predicted	199.2217012739	281.5500030518	181.5	460.7067570237	229.4775032533	173.7088431597	286.3105614078	242.2734127371
null	431.5213967914	115.5500030518	521.3749847412	2804.9746811521	322.8168238541	745.0201318198	506.4269502487	505.260478724
Ddx46	6290.9768343344	2722.424987793	4863.7650146484	3653.8069173093	4919.3421797635	5426.4607965918	6410.1554149737	5763.1983165158
null	9040.1727975294	2505.9949951172	2291.5800170899	840.7944056446	1855.4908627595	4437.8173420623	5786.432325687	5111.7909673537
Lin7c	1867.2805872077	332.2550048828	785.9299926758	591.1659947699	564.9993235008	1094.4891613574	1735.2896596033	1273.4091914456
LOC360696	294.7748346117	363.3950042725	365.7350082397	473.9579740419	323.6500987815	275.6428870026	298.8733247583	305.1264729899
Tgm4	252.5684631634	131.7000007629	165.9650039673	170.3330904449	171.3965765872	194.6192147763	240.9264891944	193.7907044366
null	249.1378286053	523.4300079346	268.5049972534	1291.7534596638	361.0273565644	250.4826500447	323.2322177221	306.9868336884
RGD1308986_predicted	2274.0312549811	1950.625	2828.9750366211	1267.0924882248	1993.4043524725	3063.8809124612	2289.4513343016	2243.809672638
Gpr30	742.6935869721	448.0550079346	296.2250061035	175.5430489764	718.3164141057	543.9104369169	740.4451769824	619.2571527397
Lst1	4659.1421250273	3902.9050292969	13192.4047851563	9635.2105144126	3855.5272799637	4790.6624764453	5063.2420200293	4829.024491028
RGD1310969_predicted	6950.2869077111	5449.6298828125	12239.669921875	6110.6787543747	7441.9886149306	11436.0282231033	7986.630244396	7504.8997549824
Ccnd2	266.3840448804	154.9150009155	399.3950042725	179.4412794295	254.6861959818	137.8916513297	234.9799889838	221.7495163943
Ddx25	8657.1196928101	268.314994812	234.5849914551	219.923561719	4083.4923458869	11567.5004207683	9270.2896907904	8509.7123854704
null	286.7790352462	166.6500015259	208.5150032043	257.5571325052	208.1764969977	245.0816653692	209.5417979652	220.1016629727
null	313.8444278623	261.0100021362	632.2049865723	290.1937766435	285.2478742901	318.0449415609	310.7832876492	296.2537111899
null	302.6590262911	566.5650024414	14200.9251708984	97.8302810697	260.4284037975	214.4480825682	193.4758807525	239.568700928
LOC500095|LOC362350	179.3477159706	228.0699958801	1709.4700317383	177.8973621891	207.6016133952	149.5790089331	183.1809070288	178.142278678
Umod	871.7015578533	1683183.125	789.9200134277	814.5866898732	471.6418266058	980.6928432983	914.9895069386	859.3544766643
null	235.7989718797	221.1949996948	253.7400054932	253.2278378923	411.0365673886	223.6694635763	218.9762099032	228.3676903197
RGD1310669	53656.0207700093	41279.005859375	41142.724609375	42045.3572730544	38128.5985780236	72805.0028024775	58160.613272282	54234.5433828741
Mppe1_predicted	6326.5295055065	8065.3552246094	8954.0952148438	11136.7344490261	7671.6511933003	10870.6363437643	8321.4667352419	8065.3043405788
Rps20	3576.6248370331	708.4700012207	1014.5399780274	627.1909394078	1971.2973522009	2258.8392306931	3039.181212759	2789.062940051
Ythdf3_predicted	5004.4045642585	2412.0050048828	4529.6649169922	3710.0207834019	3315.224593889	3881.1945072445	6019.4379810192	4906.1789973308
Nin_predicted	3280.6168865552	925.1799926758	7800.8500976563	365.9944597528	3375.8888462949	994.4218472376	4312.4792033681	3407.9075113919
null	661.7278693928	322	190.4649963379	319.5485881582	399.4037832823	407.8806537329	799.0788901158	554.8255494224
null	219.1924540768	166.1849975586	173.7250022888	195.6850758282	426.373370185	261.0389365545	210.7023633696	204.4040314602
Rasgrf1	3211.4519914278	484.799987793	607.3150024414	903.4580470312	2255.0965183492	2334.9416840601	4030.0294566756	2819.2601489604
Atp1a4	184.8626586131	177.2649993896	240.5500030518	183.6785749871	310.5916231745	227.9207875638	262.0001141733	239.2582229468
LOC499078|Gp49b	141.8447217746	1852.7150268555	19352.625	773.9680157051	211.5537824145	146.3604494091	130.7204657256	154.2069687024
Nup205_predicted	769.3746244573	747.049987793	1804.4249572754	701.6354501109	317.976734419	683.1318657513	761.5009406169	759.4075589265
LOC498982	1033.8723135709	1499.0950012207	13902.1850585938	393.2505898136	1259.6668466514	315.5035175375	208.0135881633	311.9997867492
LOC499016	199.0824491113	232.1650009155	229.0650024414	284.4498606035	243.8820343213	277.3658248231	265.599325804	251.8930271882
Myf6	133.2518304607	126.2999992371	178.7300033569	163.6532826168	173.5986092251	165.7572376483	173.558046577	161.6603599273
null	299.607520044	168.3600006104	145.2849960327	185.3179634072	291.3377376306	169.9926848302	202.2100156618	198.2606038874
RGD1310994	17647.6597534691	9100.6748046875	11246.0546875	5159.653841913	13718.7171991456	14516.6378474662	20090.8996055728	16891.2819826373
Sp140	634.5593311713	6179.544921875	26422.220703125	4121.4394512911	753.9740376993	611.2484866134	796.1070426013	742.1186314023
Nfix	29346.8732260198	1852.6199798584	590.4800109863	4239.6370480466	6188.4655942008	28470.5601405476	22422.7337273685	20743.1385502609
LOC361030	792.9992668034	717.8850097656	1078.4700012207	482.2257718701	826.618466289	1332.3411288732	981.5739537865	898.525759513
Sumo2	80003.3907709681	31434.99609375	53355.3671875	24355.2271836707	45146.796254602	62728.0418127156	65816.791649214	62873.4530506773
Hmx1_predicted	286.9510325404	215.7050094605	120.3750038147	380.055432776	233.4883215672	131.1088919035	210.5806568322	209.2466114046
null	269.7856909488	182.7300033569	373.9700012207	193.1921885316	279.2529321017	196.1443323707	335.3567695165	260.9132678686
Hdh	1884.620040186	373.8800048828	1023.1250305176	532.1884057002	1315.6761420882	1106.9690468891	1835.5275035981	1434.3471190043
LOC498650	166.3802089374	906.7350158691	687.3000183105	264.6128064199	264.559065531	206.7704709981	216.8685153428	216.9056062994
null	608.6090825505	245.0449981689	476.1500091553	270.0806641613	527.1311957035	282.847592596	586.5117586164	454.6034900302
null	3722.0115433932	1626.6350097656	2141.5050048828	2632.6720331715	3417.0514606954	3510.7311367564	3766.426208405	3290.5363470055
Arih2_predicted	2076.7020983775	656.8000030518	1779.1450195313	1843.0616087968	1963.2686990515	2226.9411694989	2452.5999845191	2073.3912487886
RGD1304836_predicted	6821.90289552	5995.794921875	2287.2299804688	4878.2488536934	5259.1520669402	5810.7982255995	7294.3804548035	6401.2391724366
null	199.9578292711	365.6800079346	231.6900024414	508.1911808698	267.9665522803	171.2775782323	202.6996597859	212.1203764164
null	1540.7400943325	277.9850082397	801.7650146484	714.079708413	1134.1026792629	1515.0913191965	1744.2241836488	1407.9262027283
RGD1308468_predicted	10402.9899432222	5419.0349121094	11345.8598632813	6344.8183367248	9118.9081981853	13458.7975497659	9685.1800916132	9955.3484192822
LOC300461	419.8219167781	290.5749893188	129.2649993896	194.5677782593	359.0495484829	307.2670699346	417.0832974867	357.8693680205
null	301.050329704	300.2050018311	373.9250030518	275.5860662882	851.3244928319	345.7053023052	298.1595590415	304.3450407793
null	667.0871263363	425.3949890137	169.3250007629	347.7688007781	924.075315923	2400.3469346879	953.1758491256	753.8131112098
null	728.0771054867	291.7250061035	525.739982605	505.8734142522	675.5951676216	538.8686631365	636.107509928	602.0134422811
null	373.2115677062	347.6949996948	223.7499923706	149.1989347093	274.2549911523	341.4147117135	232.3903386693	267.5825148585
LOC499300	2928.2974875685	1919.0549926758	2570.875	1362.5136591365	3221.8876715174	3580.5614046229	2636.683750848	2616.0722682718
Cav2	1862.7383407905	1022.7799987793	570.245010376	1656.0378584993	879.0284148371	1491.199914781	1203.3808391968	1333.5385102137
null	214.8400102938	184.3899993896	331.5099945068	209.7506349561	311.9278032848	257.9263896653	256.0046784359	226.7401288447
LOC498967	7137.1839750812	1061.6099853516	1644.9099884033	2546.6737066828	3705.172185517	3917.801157196	4656.3717372468	4512.9985434133
null	2806.0708585536	4528.1899414063	29880.154296875	65243.3679289762	2214.3842318223	4087.5510792716	4142.4952143778	3703.4893437382
Clcn6_predicted	2437.3570972754	1581.9550476074	515.8750152588	256.2019224717	1040.0148394446	1123.0816711601	2713.0542478357	2120.6095098209
null	205.8204665527	566.7200012207	1075.2200164795	561.425595673	257.8748260315	392.068347202	279.1642887862	291.7137703977
Mucdhl	281.6369403299	3196.3099365234	685.7050170898	245.1860035522	190.3874934717	220.0237846589	320.401169091	259.4092616165
LOC500652	9538.8919916046	7944.4099121094	4260.7598876953	3960.7214450873	6962.6487186446	15155.531063628	10102.3620051129	10094.7885420085
RGD1308748_predicted	138.5721196537	539.875	110.7150001526	1093.6373071887	159.901127268	221.5105694832	150.9496821662	175.5454251296
Olr144_predicted	154.2649983767	115.7649993896	188.3849945068	204.0085758935	192.5665767766	263.050579888	177.51510896	179.2707469949
Plac9_predicted	370.1395563769	132.0699996948	545.3050079346	796.6853551602	177.0225767823	529.7058270492	1744.9751049971	869.383739787
RGD1305622	9870.6056168063	4724.0551757813	1939.7700195313	3026.2839355281	6790.0253671092	9370.8516989376	10540.2864112973	9022.49770681
null	238.2816482849	169.9250030518	181.8799972534	137.359241265	514.0313955149	309.2052284409	234.5285082424	225.7691577019
null	16365.4677412755	277.495010376	1903.0249633789	223.6116561892	11173.862458694	36822.3256242871	12183.9314123524	11736.0976440643
Dbt	143.892123419	191.2050018311	1035.0949707031	224.4561018961	167.9513525595	190.5883213325	199.3695652661	171.9755255968
Mlc3	163.2295532164	183.9050064087	193.8899993896	221.4903670342	165.3013768249	156.0544889257	236.9901563545	191.1964361636
LOC498606	6133.88360554	3576.4299316406	3961.1999511719	7010.3120018231	4591.74759618	4519.4626803157	5517.1817101654	5155.2343922365
Thrap2_predicted	6524.9697712881	3238.5600585938	7037.3598632813	1691.0648980886	5330.5054849914	10719.7404158684	7763.1103958015	6794.7645554445
Luzp1	2385.5614853797	476.174987793	250.9700012207	397.9984995632	493.0732001416	2671.0173360946	1878.230565186	1605.4679078756
Hsd17b1	248.0960597331	917.0899963379	3532.9400634766	1004.7618539	712.1122922774	916.3854482075	638.1734803737	705.7949616739
LOC498682	1246.5256790411	1313.7850341797	1321.7250061035	1398.9483595102	1078.7734753903	844.9182017969	1005.6927892367	1057.1403017279
Otop3_predicted	274.7235056039	192.7600021362	290.5900115967	332.8519670843	399.7181324539	258.2009324256	391.8219587857	323.5706986857
null	1078.1096216962	374.9850006104	319.4250030518	358.0584993833	880.4813656989	1442.4791892878	1094.6021461392	898.2692166406
null	182.018175799	186.4100036621	185.1799964905	144.5356528764	188.4579666976	234.984599107	239.6322715028	213.7068241199
LOC302400	243.0252443539	182.5299987793	439.8750152588	329.8142128782	217.1453564504	227.0134061237	264.7325391167	249.9677093898
Ap3m2	13165.0202364916	735.2600097656	766.9549713135	825.4196408029	10309.4722340813	9254.4723842613	16227.6815780041	13041.1197767561
null	1229.2412361414	290.1599960327	955.3350219727	521.6306161738	1249.9064165388	935.3695835472	1095.3856117296	986.8368319983
null	286.7929478759	157.2900009155	386.370010376	238.6986663783	231.0571424186	272.9533796512	270.2031609264	253.9891884702
LOC306170	610.2818061909	390.0549926758	146.4499969482	202.9791282939	710.6990997825	253.030962076	476.3544837685	404.4263747034
LOC291618	153.2148824202	157.75	129.8250007629	165.4984866782	193.6629464518	180.8797264856	235.4309966007	196.9087143857
null	2637.1059804316	1472.8099975586	5466.2552490234	1066.6875507856	2181.2724852828	1868.859637613	3400.2976948036	2668.4557388601
null	519.5452817823	744.2900085449	860.4999694824	659.8819143224	724.6179718387	793.8696581041	713.8055854139	666.0669518687
null	2139.3827834039	3023.0799560547	2137.0399780274	554.9593902578	3581.8518849823	1053.5574724684	2105.3084001948	1886.9692161921
null	308.6348371047	286.4449920654	298.5350036621	265.915183607	449.5768819657	274.219748243	278.0730415282	284.2022953798
LOC497941	16013.1403153738	16264.4296875	17493.1899414063	10242.6716952807	14319.0282596445	21227.3347554716	16491.2924613508	16227.7616923626
Myh1	278.896336431	287.9500045776	143.4599990845	191.0133476736	282.3098067609	225.0884638467	445.7595333261	279.1524128474
Tpst1	3907.4723233346	562.9549942017	1237.3399658203	9175.5415169236	5430.0552800865	3900.6589687444	4383.5942757216	4211.0785753868
LOC499234	318.1139742193	222.6000061035	300.7250061035	162.9512925925	354.6733162671	565.0129594216	285.7449284177	283.8741405891
LOC500356	465.2863056162	292.0499954224	437.1849822998	1111.8486884287	342.7897231041	297.5841701678	325.4792142856	329.6341638675
Rnpep	13856.9188557533	8119.7749023438	5301.7299804688	4648.2460624259	6943.9869638133	8685.8890152645	14790.5807736802	12114.4527293267
RGD1311013_predicted	10764.7928730024	447.8699951172	615.4000091553	786.0675213323	10700.8177085024	5018.3118594619	19067.7345337859	10644.034385516
Wbscr21|LOC368083	3624.1500403188	4916.6450195313	2134.2749633789	2468.3013172835	2263.6001105834	3165.9775062041	4208.4390739716	3715.9638787634
null	167.8914742347	101.0849990845	335.6499938965	151.7087340917	266.4305844242	186.5928330145	195.5405699789	173.4361105707
null	284.1041824477	174.3199996948	244.8749923706	255.5729419225	265.32346078	197.3152511272	274.2681563652	251.5020183711
Pmp22cd	179.9917115749	198.0750045776	284.2600021362	226.1602199339	150.9788160394	181.7098030604	199.5894911041	200.1210083655
null	249.4978629989	616.7050094605	282.0350036621	192.1139503945	278.1882392694	214.8618759961	185.7013461034	215.6589320841
RGD1310364_predicted	968.4469579716	182.1949996948	127.2099952698	202.0156814278	305.5912468209	671.6859988782	497.558000198	488.4288906855
LOC500310|Klrg1	165.0136869967	180.4950027466	511.4000015259	2324.9876394929	144.2397704271	126.9060977279	177.059839478	169.8248665062
LOC363242	722.1152383181	226.7649993896	414.1650085449	278.538524269	767.8459795704	1048.3542838428	797.9390053467	735.1142764229
Hk3	380.3534330147	575.1399993896	2642.0949707031	1146.7453984987	299.3755247175	230.66538833	317.7875763278	323.0464321282
RGD1311103_predicted	264.4064955621	172.9049987793	651.5899963379	198.0820202408	419.6650010257	387.4691194612	302.4935329671	306.5729659601
Olr326_predicted	146.2606632626	209.640007019	385.7149963379	312.7487821994	205.2145518545	209.6316173786	225.6609324037	211.8170030782
Rwdd3	932.9765356703	271.8299942017	342.8950042725	470.2355044937	588.0048888813	449.1975001638	958.8478994873	740.3699518192
RT1.M4	224.4829057163	249.4049987793	189.1949996948	200.1620900953	226.5517062946	227.5332979666	254.6768309463	229.5020807871
Eef2k	1107.5951154408	1069.4000244141	994.625	1302.4559211072	1063.9218830855	1193.4903385933	1167.8568435566	1096.3182432447
null	526.8186329872	603.4349899292	254.3999938965	776.9017202443	318.1368278509	496.8523745182	973.3496579602	640.2402377337
null	173.5936888273	200.6399993896	196.5999984741	178.4240627324	149.8755242726	187.6007687699	170.567259948	173.6238095147
Zfp297	2548.3433601879	326.6800003052	551.5799865723	840.6303975715	1106.7241772086	1508.8019937885	2419.0489777779	1953.112083964
Krt1-12	195.7109601532	203.7000045776	334.4799957275	234.8642773468	186.3392798939	226.713643019	171.4452899378	193.5746108462
Trub1	5542.9991339377	4230.1248779297	4607.6751708984	3449.7186139861	3990.5856428331	2858.7000320102	6262.9452044006	5187.194944729
Gnmt	655.2065096189	35935.609375	306.0899963379	173507.591102652	342.0852362095	3457.5365968297	590.5059165828	561.015374138
null	271.3866773928	102.2399978638	131.0650024414	141.4038299311	169.7333436005	313.7336862373	156.8497909104	183.7354119795
Zfp307	2015.4399938421	996.4599609375	1033.8699951172	1038.148949343	1517.7890617488	2081.0011607741	1992.5211141814	1881.9158404338
RGD1309104_predicted	7497.5582261902	855.4449768066	3609.0850830078	376.4719582722	3232.6237299625	5521.4221081368	8021.9145261772	6260.9916925489
Gabrb1	34685.6089610348	256.640007019	223.9850006104	152.2627836665	14857.7366668776	9355.5477145845	23665.7798928287	19018.0793251039
null	442.7049550395	392.7850036621	216.8499984741	244.6786576738	365.1397928267	328.8563012821	239.2048331919	276.3063352572
LOC501232|Ces1	318.4318306785	10533.8896484375	166.6800003052	11950.9987191528	309.8001998392	173.6197428819	204.8020745089	226.1915579328
null	781.1093232878	476.4150085449	524.8249969482	777.93243132	928.5185271374	644.8723343717	579.719912424	658.2857119912
null	732.5640152839	314.4250030518	512.4599914551	223.0955610254	717.7739858206	750.1152952776	498.2287746082	543.66181263
Statip1	40882.8466604844	16670.0600585938	23457.650390625	15982.7299256669	26121.7207438028	44283.5609526496	38662.5017878726	36746.5525642164
Bcas2_predicted	9164.2259888597	4762.6398925781	19508.0302734375	6190.3263164939	6824.474243678	7453.3904275894	9071.111719226	8330.8511543978
Olr1058_predicted	257.193466793	249.5500030518	279.2799987793	273.8113096861	176.3873178196	257.9825168697	257.8426536639	253.1308945236
Eraf_predicted	273.6203333837	352.4600067139	131835.232421875	192.5938095807	556.3448869123	375.1057187668	388.9115362762	371.7244649678
RGD1359253	7695.0223735602	1890.0200805664	5568.6800537109	2365.2036756725	5541.436921504	8812.3192067733	7135.0034664759	7139.0341484223
